n84	n84	100.0	259	5.56e-149	530
n84	n49	30.4	263	3.86e-25	119
n84	n37	28.7	254	5.77e-21	105
n84	n39	29.8	248	4.28e-16	89
n84	n48	27.0	263	3.39e-13	79
n84	n85	31.7	142	8.36e-12	75
n84	n35	30.4	125	1.53e-05	54
n84	n3	29.6	125	3.4e-05	53
n35	n35	100.0	456	1.37e-259	899
n35	n3	95.1	371	3e-198	695
n35	n37	32.4	173	2.59e-16	91
n35	n85	41.2	131	2.27e-12	77
n35	n73	26.5	166	0.000297	50
n35	n39	27.3	161	0.000662	49
n35	n24	23.3	215	0.00252	47
n35	n72	24.5	294	0.00956	45
n35	n23	21.0	262	0.0363	44
n35	n25	22.9	210	0.138	42
n35	n27	21.4	262	0.138	42
n35	n9	25.9	170	0.138	42
n35	n74	22.2	248	0.138	42
n35	n22	21.4	262	0.138	42
n35	n57	27.5	153	0.235	41
n35	n52	23.1	216	0.235	41
n35	n56	24.5	188	0.402	40
n35	n31	22.4	210	0.524	40
n35	n45	22.4	210	0.524	40
n35	n12	22.4	210	0.524	40
n35	n14	22.4	210	0.524	40
n35	n29	23.2	207	0.685	39
n35	n53	23.1	216	0.685	39
n35	n55	27.5	153	0.685	39
n35	n26	21.7	207	1.17	39
n35	n8	21.7	207	1.53	38
n35	n80	22.2	207	1.99	38
n35	n18	24.7	194	1.99	38
n35	n43	30.4	115	1.99	38
n35	n7	26.2	122	2.6	37
n35	n37	37.9	58	2.6	37
n35	n77	24.0	129	3.4	37
n35	n13	21.7	207	5.8	36
n35	n82	21.6	245	5.8	36
n35	n83	27.0	137	5.8	36
n35	n44	21.3	207	7.57	36
n35	n46	21.3	207	7.57	36
n35	n41	22.4	201	7.57	36
n35	n11	21.3	207	7.57	36
n35	n30	21.3	207	7.57	36
n35	n15	21.3	207	7.57	36
n35	n36	25.4	122	9.89	35
n35	n33	25.9	135	9.89	35
n35	n49	30.1	83	16.9	35
n35	n42	25.0	136	22	34
n35	n5	21.4	201	28.8	34
n35	n51	25.2	119	37.6	33
n35	n16	21.8	193	37.6	33
n35	n67	28.4	116	64.1	33
n35	n6	26.6	94	143	32
n35	n128	32.4	71	244	31
